"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.imageID","Input.objectClass","Input.imageLink1","Input.imageLink2","Input.imageLink3","Input.imageLink4","Answer.detection1.1","Answer.detection2.2","Answer.detection3.3","Answer.detection4.4","Answer.e_abort","Answer.e_canplay","Answer.e_canplaythrough","Answer.e_durationchange","Answer.e_emptied","Answer.e_ended","Answer.e_error","Answer.e_loadeddata","Answer.e_loadedmetadata","Answer.e_loadstart","Answer.e_pause","Answer.e_play","Answer.e_playing","Answer.e_progress","Answer.e_ratechange","Answer.e_seeked","Answer.e_seeking","Answer.e_stalled","Answer.e_suspend","Answer.e_timeupdate","Answer.e_volumechange","Answer.e_waiting","Answer.imageLink1","Answer.imageLink2","Answer.imageLink3","Answer.imageLink4","Answer.maxNumberChoices","Answer.numberDetections","Answer.object_class","Approve","Reject"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","37FMASSAYDY047CMZNS9FACTXODBI1","A2K00ULW2QZZ2X","Submitted","Mon Feb 20 02:35:54 PST 2023","Mon Feb 20 02:35:59 PST 2023","Mon Feb 27 02:35:59 PST 2023","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","false","true","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3A1PQ49WVIOZVEJAR8HZ9MY5BZXH1L","A18GB00R46WI6P","Submitted","Sat Feb 18 02:38:32 PST 2023","Sat Feb 18 02:38:41 PST 2023","Sat Feb 25 02:38:41 PST 2023","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","true","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3DUZQ9U6SNV47ZDO9GDNKOCN9EHSV2","A3RZ3ZVK4ZB808","Submitted","Fri Feb 17 07:24:04 PST 2023","Fri Feb 17 07:24:11 PST 2023","Fri Feb 24 07:24:11 PST 2023","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","true","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3G5W44VEU8PN1JALFC5ZT1I355HKGP","AWZE4H0LSUQQA","Submitted","Fri Feb 17 12:04:35 PST 2023","Fri Feb 17 12:04:46 PST 2023","Fri Feb 24 12:04:46 PST 2023","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","false","true","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3HFNH7HEMIL9CM8GSHPWPNUC4B9GQD","A02878982MUSKX5V8EFO1","Submitted","Fri Feb 17 09:13:42 PST 2023","Fri Feb 17 09:13:56 PST 2023","Fri Feb 24 09:13:56 PST 2023","","","","14","100% (3/3)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","false","true","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3K2755HG5TA99D8GCBDU73N1KHWFDK","AZO5KPO3QS0OU","Submitted","Mon Feb 20 01:43:19 PST 2023","Mon Feb 20 01:43:31 PST 2023","Mon Feb 27 01:43:31 PST 2023","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","false","false","true","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3KRVW3HTZOSLHCJFVOCWXSTAILHSMX","A2WJN6H1FR25AX","Submitted","Mon Feb 20 00:41:40 PST 2023","Mon Feb 20 00:41:57 PST 2023","Mon Feb 27 00:41:57 PST 2023","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","true","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3LOZAJ85YEK36P1LFGZZHRW4RV52XR","A244C0C7JAT1P4","Submitted","Mon Feb 20 04:31:57 PST 2023","Mon Feb 20 04:32:05 PST 2023","Mon Feb 27 04:32:05 PST 2023","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","true","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3NQL1CS15SF13LPX8M5C2A0OQZDYVM","A16IT4WFJSH4VB","Submitted","Fri Feb 17 07:20:03 PST 2023","Fri Feb 17 07:20:12 PST 2023","Fri Feb 24 07:20:12 PST 2023","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","true","false","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3QAPZX2QN5KV9ZVAC4AS8D9THOM20Y","A3QMUKFVG3I5C2","Submitted","Mon Feb 20 07:57:02 PST 2023","Mon Feb 20 07:57:22 PST 2023","Mon Feb 27 07:57:22 PST 2023","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","true","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3FHTJGYT8N6MQQ9722550Y9M9J5PGT","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3TPZPLC3M1JNIYVDXP3N6OFTVANP3S","AFPVMYJ1WSTJL","Submitted","Sat Feb 18 14:45:35 PST 2023","Sat Feb 18 14:45:45 PST 2023","Sat Feb 25 14:45:45 PST 2023","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","415238","chair","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","false","false","true","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/415238_chair0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/415238_chair0_large_IoU0.7.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/415238_chair0_large_IoU0.7.png","1","3","chair"
"3MD8CKRQZZTHT5FNN0UX261H2TARJR","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","32VNZTT0A8BTC7UWAVCVLO7EASG4RT","A244C0C7JAT1P4","Submitted","Mon Feb 20 04:37:16 PST 2023","Mon Feb 20 04:37:30 PST 2023","Mon Feb 27 04:37:30 PST 2023","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","353051","person","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","true","false","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","1","3","person"
"3MD8CKRQZZTHT5FNN0UX261H2TARJR","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","34T446B1C1L87HNC9XZYKQIFTFZ0C5","A3QMUKFVG3I5C2","Submitted","Mon Feb 20 08:07:11 PST 2023","Mon Feb 20 08:07:17 PST 2023","Mon Feb 27 08:07:17 PST 2023","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","353051","person","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","false","true","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","1","3","person"
"3MD8CKRQZZTHT5FNN0UX261H2TARJR","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","35LDD5557BBNTT67QF3U66201RSMKY","A16IT4WFJSH4VB","Submitted","Fri Feb 17 07:14:17 PST 2023","Fri Feb 17 07:14:49 PST 2023","Fri Feb 24 07:14:49 PST 2023","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","353051","person","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","true","false","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","1","3","person"
"3MD8CKRQZZTHT5FNN0UX261H2TARJR","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","37M28K1J0RKRG8R0BRDDW07NSL8AJ8","AATL9AWHKU1YX","Submitted","Sat Feb 18 05:01:53 PST 2023","Sat Feb 18 05:02:08 PST 2023","Sat Feb 25 05:02:08 PST 2023","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","353051","person","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","true","false","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","1","3","person"
"3MD8CKRQZZTHT5FNN0UX261H2TARJR","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3EFE17QCRDCZPYI44RWJ5NLE1ZLSHR","A2XDT4STF6YGPY","Submitted","Mon Feb 20 05:23:17 PST 2023","Mon Feb 20 05:23:42 PST 2023","Mon Feb 27 05:23:42 PST 2023","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","353051","person","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","true","false","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","1","3","person"
"3MD8CKRQZZTHT5FNN0UX261H2TARJR","3PUZG2R74RRLAR6NGE06EJZSYLJ455","Compare object detections","Look at four object detections and choose the one that, in your opinion, best identifies the object.","object detections","$0.00","Fri Feb 17 06:49:57 PST 2023","15","BatchId:376145;OriginalHitTemplateId:921587254;","180","604800","Mon Feb 27 06:49:57 PST 2023","","","3K3R2QNK8CAMP5SPVK3R775E3JKU95","AWZE4H0LSUQQA","Submitted","Fri Feb 17 12:06:44 PST 2023","Fri Feb 17 12:06:56 PST 2023","Fri Feb 24 12:06:56 PST 2023","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","353051","person","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","false","true","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","https://storage.googleapis.com/object_detections/chosen_images/alpha1/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/alpha10/353051_person0_large_IoU0.9.png","https://storage.googleapis.com/object_detections/chosen_images/alpha100/353051_person0_large_IoU0.8.png","https://storage.googleapis.com/object_detections/chosen_images/factor1.5/353051_person0_large_IoU0.7.png","1","3","person"
